run_id,status,finalize_status,finalize_attempts,finalize_failure_reason,method,method_slug,target,target_slug,seed,variant,variant_overrides,extra_overrides,config_path,config_hash,config_hash_version,config_staleness,previous_config_hash,artifact_config_hash,expected_epochs,batch_size,runtime_gpu,result_path,tb_path,failure_reason,command_template
seed43_dsivi_x_shaped_reverse_steps_2,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,43,reverse_steps_2,train.reverse.epochs=2,train.reverse.epochs=2,configs/dsivi_x_shaped.yaml,efdedb670c3d593dbef3daf7343665c1d4294df1f088bf29c919c107dbcd3120,default-grid-effective-v1,fresh,efdedb670c3d593dbef3daf7343665c1d4294df1f088bf29c919c107dbcd3120,855481ab941ff17b812a9d9781976b04e9a87ab219e640c5fc038cb059514f11,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_011959,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_011959,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=43 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.epochs=2
seed43_dsivi_x_shaped_reverse_steps_10,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,43,reverse_steps_10,train.reverse.epochs=10,train.reverse.epochs=10,configs/dsivi_x_shaped.yaml,c4f240eb45376c0f4d6f30f1ad591a34fb793a5b7ba9bd1d987bfaeafcce76d4,default-grid-effective-v1,fresh,c4f240eb45376c0f4d6f30f1ad591a34fb793a5b7ba9bd1d987bfaeafcce76d4,70fe26deedfc067287950361c219c43d36fd7186efbed602861dee1c3ae00fe7,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_012312,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_012312,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=43 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.epochs=10
seed43_dsivi_x_shaped_reverse_batch_512,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,43,reverse_batch_512,train.reverse.batch_size=512,train.reverse.batch_size=512,configs/dsivi_x_shaped.yaml,a0beda38164718670e3551bf539a92cec40ad105918b097ed566b1ef105d4404,default-grid-effective-v1,fresh,a0beda38164718670e3551bf539a92cec40ad105918b097ed566b1ef105d4404,45cbb8f28608e91f18c3f40252ef7b1d63ad6fdba79bf2674f64e7e81cd96829,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_013202,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_013202,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=43 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=512
seed43_dsivi_x_shaped_reverse_batch_1024,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,43,reverse_batch_1024,train.reverse.batch_size=1024,train.reverse.batch_size=1024,configs/dsivi_x_shaped.yaml,bf1bcd9e12679d321b930578831e448e7641b879dc832f4e05f3684ab6f12077,default-grid-effective-v1,fresh,bf1bcd9e12679d321b930578831e448e7641b879dc832f4e05f3684ab6f12077,9848de4a4f84882d470e82520643c9c2c40f54c50969b50697d7c5925b0125f0,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_013711,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_013711,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=43 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=1024
seed43_dsivi_x_shaped_reverse_batch_4096,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,43,reverse_batch_4096,train.reverse.batch_size=4096,train.reverse.batch_size=4096,configs/dsivi_x_shaped.yaml,4cbde64da978c41b8fbffda1bcb55e70d1868eabbad8283bb9383682ccefcd81,default-grid-effective-v1,fresh,4cbde64da978c41b8fbffda1bcb55e70d1868eabbad8283bb9383682ccefcd81,4718b107ec37f403677740164470ab2911e081bba3146dc3b9ed082ab721d444,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_014209,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_014209,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=43 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=4096
seed43_dsivi_x_shaped_reverse_batch_8192,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,43,reverse_batch_8192,train.reverse.batch_size=8192,train.reverse.batch_size=8192,configs/dsivi_x_shaped.yaml,49c4d6da5e7e328bd1b564e5a4bcb8b7ee0911a3bf76e816b93f02413743b85b,default-grid-effective-v1,fresh,49c4d6da5e7e328bd1b564e5a4bcb8b7ee0911a3bf76e816b93f02413743b85b,97519e1af950345cdfa183de7516c9b067748144092edccfbd460ecbe76f9e26,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_014722,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_014722,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=43 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=8192
seed44_dsivi_x_shaped_baseline,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,44,baseline,,,configs/dsivi_x_shaped.yaml,8bbbd45e77a4deee92679794fa29a396e9b86eee6cb18b483cc55e3a3cb601ac,default-grid-effective-v1,fresh,8bbbd45e77a4deee92679794fa29a396e9b86eee6cb18b483cc55e3a3cb601ac,bd99de276a27a25382322d22e566ba510a91cecc8817ab0f9fd419364330de35,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_015242,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_015242,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=44 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728
seed44_dsivi_x_shaped_reverse_steps_1,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,44,reverse_steps_1,train.reverse.epochs=1,train.reverse.epochs=1,configs/dsivi_x_shaped.yaml,6b7ed2df8c017951d345a8019b2809c0b8741be0cd3078320d0895cb080213f8,default-grid-effective-v1,fresh,6b7ed2df8c017951d345a8019b2809c0b8741be0cd3078320d0895cb080213f8,84c4cd8df4df536c9a870df3f4b8ff09a027c5d150f0572badfc2cfdc82fbc2b,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_015802,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_015802,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=44 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.epochs=1
seed44_dsivi_x_shaped_reverse_steps_2,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,44,reverse_steps_2,train.reverse.epochs=2,train.reverse.epochs=2,configs/dsivi_x_shaped.yaml,9f8541ed2be0feb6b67a36f02a2037c8376fcd835aae1fed8bbe9204e6c7c6d2,default-grid-effective-v1,fresh,9f8541ed2be0feb6b67a36f02a2037c8376fcd835aae1fed8bbe9204e6c7c6d2,b76004ed5f2d99e89cdda55584fd5e03587fd021b3cf7082c2bb3fd483faf924,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_020033,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_020033,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=44 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.epochs=2
seed44_dsivi_x_shaped_reverse_steps_10,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,44,reverse_steps_10,train.reverse.epochs=10,train.reverse.epochs=10,configs/dsivi_x_shaped.yaml,305e659d916adab4226426806fe9b86919c767a160750c032a3d2eeb739c2ca9,default-grid-effective-v1,fresh,305e659d916adab4226426806fe9b86919c767a160750c032a3d2eeb739c2ca9,4967d028b4d09c007ef1be0349c6a5e4139326047b4a0d92cc47f530bee190e3,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_020354,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_020354,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=44 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.epochs=10
seed44_dsivi_x_shaped_reverse_batch_512,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,44,reverse_batch_512,train.reverse.batch_size=512,train.reverse.batch_size=512,configs/dsivi_x_shaped.yaml,c1550b2f802c38e176477bb57f85cd7ff6ab7be9e8fe4dcbdf6b8bf2a5442867,default-grid-effective-v1,fresh,c1550b2f802c38e176477bb57f85cd7ff6ab7be9e8fe4dcbdf6b8bf2a5442867,62a4aa8ad4f8e0efa2ef6befd8a70a4b58fe09bb6f5b0113a3c48ac8ef247449,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_021238,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_021238,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=44 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=512
seed44_dsivi_x_shaped_reverse_batch_1024,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,44,reverse_batch_1024,train.reverse.batch_size=1024,train.reverse.batch_size=1024,configs/dsivi_x_shaped.yaml,a1c15f091779a5ab672cff48547b1e89b1dcdfde69e7aa2d43bd3417addcb466,default-grid-effective-v1,fresh,a1c15f091779a5ab672cff48547b1e89b1dcdfde69e7aa2d43bd3417addcb466,f88a55f8f8580d866a52410a9596f522c0f524447123d258518acecae259b988,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_021748,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_021748,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=44 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=1024
seed44_dsivi_x_shaped_reverse_batch_4096,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,44,reverse_batch_4096,train.reverse.batch_size=4096,train.reverse.batch_size=4096,configs/dsivi_x_shaped.yaml,c31a0ee25c3e36b1729cc9ff9ba507e7263508fa9be09033f05894f987ff6799,default-grid-effective-v1,fresh,c31a0ee25c3e36b1729cc9ff9ba507e7263508fa9be09033f05894f987ff6799,e2eb6b57a8d04e903224e80e67f934a4549afa3d8d81c6f28ff07df79b0cd7f3,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_022252,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_022252,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=44 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=4096
seed44_dsivi_x_shaped_reverse_batch_8192,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,44,reverse_batch_8192,train.reverse.batch_size=8192,train.reverse.batch_size=8192,configs/dsivi_x_shaped.yaml,0014cb79c23e18177e7c8c79031b2920e8fb3bd62c4837212e4448bd71a56b8e,default-grid-effective-v1,fresh,0014cb79c23e18177e7c8c79031b2920e8fb3bd62c4837212e4448bd71a56b8e,db0fc27e0ac2994106ecd1a1f55ddd878fd8687c5a4255881c4a3fe3f09234d2,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_022813,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_022813,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=44 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=8192
seed45_dsivi_x_shaped_baseline,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,45,baseline,,,configs/dsivi_x_shaped.yaml,a656dd9108f2a44fda571510398cd6bccf0d7af6c5bbfc950ff79a3f3d9ae7ad,default-grid-effective-v1,fresh,a656dd9108f2a44fda571510398cd6bccf0d7af6c5bbfc950ff79a3f3d9ae7ad,53c141b7ed81a0f0c17f05eab9e5b04466f443748faca171f8bf0ab892fb3cfa,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_023329,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_023329,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=45 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728
seed45_dsivi_x_shaped_reverse_steps_1,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,45,reverse_steps_1,train.reverse.epochs=1,train.reverse.epochs=1,configs/dsivi_x_shaped.yaml,3ebf0957281ef67fed301428b98a814a35d5b995f10de8eafb1e208eac0bc35a,default-grid-effective-v1,fresh,3ebf0957281ef67fed301428b98a814a35d5b995f10de8eafb1e208eac0bc35a,3ff6d663c513b475426b2b036e87fdc15c9354ec015b0c1fef639ab482d72999,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_023845,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_023845,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=45 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.epochs=1
